"year","make","model","trim"
2019,Acura,ILX,Base
2019,Acura,ILX,w/Premium
2019,Acura,ILX,w/Premium w/A-SPEC
2019,Acura,ILX,w/Tech
2019,Acura,ILX,w/Tech w/A-SPEC
2019,Acura,MDX,Base
2019,Acura,MDX,SH-AWD
2019,Acura,MDX,SH-AWD Sport Hybrid w/Advance
2019,Acura,MDX,SH-AWD Sport Hybrid w/Tech
2019,Acura,MDX,SH-AWD w/Advance
2019,Acura,MDX,SH-AWD w/Tech w/A-SPEC
2019,Acura,MDX,SH-AWD w/Tech w/RES
2019,Acura,MDX,w/Advance
2019,Acura,MDX,w/Advance w/RES
2019,Acura,MDX,w/Tech
2019,Acura,RLX,SH-AWD Sport Hybrid w/Advance
2019,Alfa Romeo,Giulia,Base
2019,Alfa Romeo,Giulia,Sport
2019,Alfa Romeo,Giulia,Ti
2019,Alfa Romeo,Giulia,Ti Lusso
2019,Alfa Romeo,Giulia,Ti Sport
2019,Alfa Romeo,Giulia,Ti Sport Carbon
2019,Alfa Romeo,Giulia Quadrifoglio,Base
2019,Alfa Romeo,Stelvio,Base
2019,Alfa Romeo,Stelvio,Sport
2019,Alfa Romeo,Stelvio,Ti
2019,Alfa Romeo,Stelvio,Ti Lusso
2019,Alfa Romeo,Stelvio,Ti Sport
2019,Alfa Romeo,Stelvio Quadrifoglio,Base
2019,Audi,A3,"2.0T Premium"
2019,Audi,A3,"2.0T Premium Plus"
2019,Audi,A3,"2.0T quattro Premium"
2019,Audi,A3,"2.0T quattro Premium Plus"
2019,Audi,A3,"2.0T Titanium"
2019,Audi,A4,"2.0T Premium"
2019,Audi,A4,"2.0T Premium Plus"
2019,Audi,A4,"2.0T quattro Premium"
2019,Audi,A4,"2.0T quattro Premium Plus"
2019,Audi,A4,"2.0T quattro Prestige"
2019,Audi,A4,"2.0T Titanium"
2019,Audi,A4 allroad,"2.0T quattro Premium Plus"
2019,Audi,A4 allroad,"2.0T quattro Prestige"
2019,Audi,A5,"2.0T quattro Premium"
2019,Audi,A5,"2.0T quattro Premium Plus"
2019,Audi,A5,"2.0T quattro Prestige"
2019,Audi,A5 Sportback,"2.0T quattro Premium"
2019,Audi,A5 Sportback,"2.0T quattro Premium Plus"
2019,Audi,A5 Sportback,"2.0T quattro Prestige"
2019,Audi,A6,"2.0T quattro Premium"
2019,Audi,A6,"2.0T quattro Premium Plus"
2019,Audi,A6,"3.0T quattro Premium"
2019,Audi,A6,"3.0T quattro Premium Plus"
2019,Audi,A6,"3.0T quattro Prestige"
2019,Audi,A7,"3.0T quattro Premium Plus"
2019,Audi,A7,"3.0T quattro Prestige"
2019,Audi,A8 L,"3.0T quattro"
2019,Audi,A8 L,"4.0T quattro"
2019,Audi,e-tron,quattro Premium Plus
2019,Audi,e-tron,quattro Prestige
2019,Audi,Q3,"2.0T quattro Premium"
2019,Audi,Q3,"2.0T quattro Premium Plus"
2019,Audi,Q3,"2.0T quattro Premium Plus S line"
2019,Audi,Q5,"2.0T quattro Premium"
2019,Audi,Q5,"2.0T quattro Premium Plus"
2019,Audi,Q5,"2.0T quattro Prestige"
2019,Audi,Q7,"2.0T quattro Premium"
2019,Audi,Q7,"2.0T quattro Premium Plus"
2019,Audi,Q7,"2.0T quattro SE Premium"
2019,Audi,Q7,"2.0T quattro SE Premium Plus"
2019,Audi,Q7,"3.0T quattro Premium"
2019,Audi,Q7,"3.0T quattro Premium Plus"
2019,Audi,Q7,"3.0T quattro Prestige"
2019,Audi,Q7,"3.0T quattro SE Premium"
2019,Audi,Q7,"3.0T quattro SE Premium Plus"
2019,Audi,Q8,"3.0T quattro Premium"
2019,Audi,Q8,"3.0T quattro Premium Plus"
2019,Audi,Q8,"3.0T quattro Prestige"
2019,Audi,RS 3,"2.5T quattro"
2019,Audi,RS 5,"2.9T quattro"
2019,Audi,RS 5 Sportback,"2.9T quattro"
2019,Audi,S3,"2.0T quattro Premium Plus"
2019,Audi,S4,"3.0T quattro Premium"
2019,Audi,S4,"3.0T quattro Premium Plus"
2019,Audi,S4,"3.0T quattro Prestige"
2019,Audi,S5,"3.0T quattro Premium Plus"
2019,Audi,S5,"3.0T quattro Prestige"
2019,Audi,S5 Sportback,"3.0T quattro Premium"
2019,Audi,S5 Sportback,"3.0T quattro Premium Plus"
2019,Audi,S5 Sportback,"3.0T quattro Prestige"
2019,Audi,SQ5,"3.0T quattro Premium"
2019,Audi,SQ5,"3.0T quattro Premium Plus"
2019,Audi,SQ5,"3.0T quattro Prestige"
2019,Audi,TT,"2.0T quattro"
2019,Audi,TT RS,"2.5T quattro"
2019,Audi,TTS,"2.0T quattro"
2019,BMW,"2 Series",M240i
2019,BMW,"3 Series","330i"
2019,BMW,"3 Series","330i xDrive"
2019,BMW,"4 Series","430i xDrive"
2019,BMW,"5 Series","530e iPerformance"
2019,BMW,"5 Series","530e xDrive iPerformance"
2019,BMW,"5 Series","530i"
2019,BMW,"5 Series","530i xDrive"
2019,BMW,"5 Series","540i"
2019,BMW,"5 Series","540i xDrive"
2019,BMW,"6 Series","640i xDrive Gran Turismo"
2019,BMW,"7 Series","750i xDrive"
2019,BMW,"8 Series",M850i xDrive
2019,BMW,i3,Base
2019,BMW,i3,s
2019,BMW,i8,Base
2019,BMW,M5,Base
2019,BMW,M5,Competition
2019,BMW,X1,sDrive28i
2019,BMW,X1,xDrive28i
2019,BMW,X2,M35i
2019,BMW,X2,sDrive28i
2019,BMW,X2,xDrive28i
2019,BMW,X3,M40i
2019,BMW,X3,sDrive30i
2019,BMW,X3,xDrive30i
2019,BMW,X4,M40i
2019,BMW,X4,xDrive30i
2019,BMW,X5,xDrive40i
2019,BMW,X5,xDrive50i
2019,BMW,X7,xDrive40i
2019,BMW,X7,xDrive50i
2019,BMW,Z4,sDrive 30i
2019,Buick,Cascada,Premium
2019,Buick,Cascada,Sport Touring
2019,Buick,Enclave,Avenir
2019,Buick,Enclave,Essence
2019,Buick,Enclave,Preferred
2019,Buick,Enclave,Premium
2019,Buick,Encore,Base
2019,Buick,Encore,Essence
2019,Buick,Encore,Preferred
2019,Buick,Encore,Sport Touring
2019,Buick,Envision,Essence
2019,Buick,Envision,Preferred
2019,Buick,Envision,Premium
2019,Buick,Envision,Premium II
2019,Buick,LaCrosse,Essence
2019,Buick,LaCrosse,Preferred
2019,Buick,Regal Sportback,Avenir
2019,Buick,Regal Sportback,Essence
2019,Buick,Regal Sportback,GS
2019,Buick,Regal Sportback,Preferred
2019,Buick,Regal Sportback,Preferred II
2019,Buick,Regal TourX,Essence
2019,Buick,Regal TourX,Preferred
2019,Cadillac,ATS,"2.0T"
2019,Cadillac,ATS,"2.0T Luxury"
2019,Cadillac,CT6,"3.0TT Platinum"
2019,Cadillac,CT6,"3.0TT Sport"
2019,Cadillac,CT6,"3.6L Luxury"
2019,Cadillac,CT6,"3.6L Premium Luxury"
2019,Cadillac,CT6,"4.2TT Platinum"
2019,Cadillac,CTS,"2.0T"
2019,Cadillac,CTS,"2.0T Luxury"
2019,Cadillac,CTS,"3.6L Luxury"
2019,Cadillac,CTS,"3.6L Premium Luxury"
2019,Cadillac,CTS,"3.6L TT Vsport"
2019,Cadillac,CTS-V,Base
2019,Cadillac,Escalade,Luxury
2019,Cadillac,Escalade,Platinum
2019,Cadillac,Escalade,Premium Luxury
2019,Cadillac,Escalade,Standard
2019,Cadillac,Escalade ESV,Luxury
2019,Cadillac,Escalade ESV,Platinum
2019,Cadillac,Escalade ESV,Premium Luxury
2019,Cadillac,Escalade ESV,Standard
2019,Cadillac,XT4,Luxury
2019,Cadillac,XT4,Premium Luxury
2019,Cadillac,XT4,Sport
2019,Cadillac,XT5,Base
2019,Cadillac,XT5,Luxury
2019,Cadillac,XT5,Platinum
2019,Cadillac,XT5,Premium Luxury
2019,Cadillac,XTS,Luxury
2019,Cadillac,XTS,Platinum
2019,Cadillac,XTS,Premium Luxury
2019,Cadillac,XTS,Standard
2019,Chevrolet,Blazer,L
2019,Chevrolet,Blazer,LT Cloth
2019,Chevrolet,Blazer,LT Leather
2019,Chevrolet,Blazer,Premier
2019,Chevrolet,Blazer,RS
2019,Chevrolet,Bolt EV,LT
2019,Chevrolet,Bolt EV,Premier
2019,Chevrolet,Camaro,LS
2019,Chevrolet,Camaro,LT
2019,Chevrolet,Camaro,SS
2019,Chevrolet,Camaro,ZL1
2019,Chevrolet,Colorado,Base
2019,Chevrolet,Colorado,LT
2019,Chevrolet,Colorado,Work Truck
2019,Chevrolet,Colorado,Z71
2019,Chevrolet,Colorado,ZR2
2019,Chevrolet,Corvette,Grand Sport
2019,Chevrolet,Corvette,Stingray
2019,Chevrolet,Corvette,Stingray Z51
2019,Chevrolet,Corvette,Z06
2019,Chevrolet,Corvette,ZR1
2019,Chevrolet,Cruze,Diesel
2019,Chevrolet,Cruze,LS
2019,Chevrolet,Cruze,LT
2019,Chevrolet,Equinox,LS
2019,Chevrolet,Equinox,LT
2019,Chevrolet,Equinox,Premier
2019,Chevrolet,Express Cargo,"2500"
2019,Chevrolet,Impala,LS
2019,Chevrolet,Impala,LT
2019,Chevrolet,Impala,Premier
2019,Chevrolet,Malibu,LS
2019,Chevrolet,Malibu,LT
2019,Chevrolet,Malibu,Premier
2019,Chevrolet,Malibu,RS
2019,Chevrolet,Silverado 1500,Custom
2019,Chevrolet,Silverado 1500,Custom Trail Boss
2019,Chevrolet,Silverado 1500,High Country
2019,Chevrolet,Silverado 1500,LT
2019,Chevrolet,Silverado 1500,LT Trail Boss
2019,Chevrolet,Silverado 1500,LTZ
2019,Chevrolet,Silverado 1500,RST
2019,Chevrolet,Silverado 1500,Work Truck
2019,Chevrolet,Silverado 1500 LD,Custom
2019,Chevrolet,Silverado 1500 LD,LT
2019,Chevrolet,Silverado 1500 LD,LT Z71
2019,Chevrolet,Silverado 1500 LD,Work Truck
2019,Chevrolet,Silverado 1500 Legacy,LT Z71
2019,Chevrolet,Silverado 2500HD,High Country
2019,Chevrolet,Silverado 2500HD,LT
2019,Chevrolet,Silverado 2500HD,LTZ
2019,Chevrolet,Silverado 2500HD,Work Truck
2019,Chevrolet,Sonic,LS Auto
2019,Chevrolet,Sonic,LT Auto
2019,Chevrolet,Sonic,Premier Auto
2019,Chevrolet,Spark,"1LT CVT"
2019,Chevrolet,Spark,LS CVT
2019,Chevrolet,Suburban,LS 1500
2019,Chevrolet,Suburban,LT 1500
2019,Chevrolet,Suburban,Premier 1500
2019,Chevrolet,Tahoe,LS
2019,Chevrolet,Tahoe,LT
2019,Chevrolet,Tahoe,Premier
2019,Chevrolet,Traverse,High Country
2019,Chevrolet,Traverse,LS
2019,Chevrolet,Traverse,LT Cloth
2019,Chevrolet,Traverse,LT Leather
2019,Chevrolet,Traverse,Premier
2019,Chevrolet,Traverse,RS
2019,Chevrolet,Trax,LS
2019,Chevrolet,Trax,LT
2019,Chevrolet,Trax,Premier
2019,Chevrolet,Volt,LT
2019,Chrysler,"300",C
2019,Chrysler,"300",Limited
2019,Chrysler,"300",S
2019,Chrysler,"300",Touring
2019,Chrysler,"300",Touring L
2019,Chrysler,Pacifica,L
2019,Chrysler,Pacifica,Limited
2019,Chrysler,Pacifica,LX
2019,Chrysler,Pacifica,Touring L
2019,Chrysler,Pacifica,Touring L Plus
2019,Chrysler,Pacifica,Touring Plus
2019,Dodge,Challenger,GT
2019,Dodge,Challenger,R/T
2019,Dodge,Challenger,R/T Scat Pack
2019,Dodge,Challenger,R/T Scat Pack Widebody
2019,Dodge,Challenger,SRT Hellcat
2019,Dodge,Challenger,SRT Hellcat Redeye
2019,Dodge,Challenger,SRT Hellcat Redeye Widebody
2019,Dodge,Challenger,SXT
2019,Dodge,Charger,GT
2019,Dodge,Charger,R/T
2019,Dodge,Charger,R/T Scat Pack
2019,Dodge,Charger,SRT Hellcat
2019,Dodge,Charger,SXT
2019,Dodge,Durango,Citadel
2019,Dodge,Durango,Citadel Anodized Platinum
2019,Dodge,Durango,GT
2019,Dodge,Durango,GT Plus
2019,Dodge,Durango,R/T
2019,Dodge,Durango,SRT
2019,Dodge,Durango,SXT
2019,Dodge,Durango,SXT Plus
2019,Dodge,Grand Caravan,SE
2019,Dodge,Grand Caravan,SE 35th Anniversary Edition
2019,Dodge,Grand Caravan,SE Plus
2019,Dodge,Grand Caravan,SXT
2019,Dodge,Grand Caravan,SXT 35th Anniversary Edition
2019,Dodge,Journey,Crossroad
2019,Dodge,Journey,GT
2019,Dodge,Journey,SE
2019,Dodge,Journey,SE Value Package
2019,FIAT,"124 Spider",Abarth
2019,FIAT,"124 Spider",Classica
2019,FIAT,"124 Spider",Lusso
2019,FIAT,"500",Lounge
2019,FIAT,"500e",Base
2019,FIAT,"500L",Lounge
2019,FIAT,"500L",Trekking
2019,FIAT,"500L",Urbana
2019,Ford,EcoSport,S
2019,Ford,EcoSport,SE
2019,Ford,EcoSport,SES
2019,Ford,EcoSport,Titanium
2019,Ford,Edge,SE
2019,Ford,Edge,SEL
2019,Ford,Edge,ST
2019,Ford,Edge,Titanium
2019,Ford,Escape,S
2019,Ford,Escape,SE
2019,Ford,Escape,SEL
2019,Ford,Escape,Titanium
2019,Ford,Expedition,Limited
2019,Ford,Expedition,Platinum
2019,Ford,Expedition,XLT
2019,Ford,Expedition MAX,Limited
2019,Ford,Expedition MAX,Platinum
2019,Ford,Expedition MAX,XLT
2019,Ford,F-150,King Ranch
2019,Ford,F-150,Lariat
2019,Ford,F-150,Limited
2019,Ford,F-150,Platinum
2019,Ford,F-150,Raptor
2019,Ford,F-150,XL
2019,Ford,F-150,XLT
2019,Ford,F-250 Super Duty,King Ranch
2019,Ford,F-250 Super Duty,Lariat
2019,Ford,F-250 Super Duty,Limited
2019,Ford,F-250 Super Duty,Platinum
2019,Ford,F-250 Super Duty,XL
2019,Ford,F-250 Super Duty,XLT
2019,Ford,F-350 Super Duty,King Ranch
2019,Ford,F-350 Super Duty,Lariat
2019,Ford,F-350 Super Duty,Limited
2019,Ford,F-350 Super Duty,Platinum
2019,Ford,F-350 Super Duty,XL
2019,Ford,F-350 Super Duty,XLT
2019,Ford,Fiesta,S
2019,Ford,Fiesta,SE
2019,Ford,Fiesta,ST
2019,Ford,Fiesta,ST Line
2019,Ford,Flex,Limited
2019,Ford,Flex,SE
2019,Ford,Flex,SEL
2019,Ford,Fusion,S
2019,Ford,Fusion,SE
2019,Ford,Fusion,SEL
2019,Ford,Fusion,Titanium
2019,Ford,Fusion,V6 Sport
2019,Ford,Fusion Energi,Titanium
2019,Ford,Fusion Hybrid,SE
2019,Ford,Fusion Hybrid,SEL
2019,Ford,Fusion Hybrid,Titanium
2019,Ford,Mustang,BULLITT
2019,Ford,Mustang,EcoBoost
2019,Ford,Mustang,EcoBoost Premium
2019,Ford,Mustang,GT
2019,Ford,Mustang,GT Premium
2019,Ford,Ranger,Lariat
2019,Ford,Ranger,XL
2019,Ford,Ranger,XLT
2019,Ford,Taurus,Limited
2019,Ford,Transit Cargo,"150"
2019,Ford,Transit Cargo,"250"
2019,Ford,Transit Cargo,"350"
2019,Ford,Transit Connect Cargo,XL
2019,Ford,Transit Connect Cargo,XLT
2019,Ford,Transit Connect Wagon,XLT
2019,Ford,Transit Passenger,"150 XLT"
2019,Genesis,G70,"2.0T"
2019,Genesis,G70,"2.0T Advanced"
2019,Genesis,G70,"2.0T Sport M/T"
2019,Genesis,G70,"3.3T Advanced"
2019,Genesis,G70,"3.3T Design Edition"
2019,Genesis,G70,"3.3T Dynamic Edition"
2019,Genesis,G80,"3.3T Sport"
2019,Genesis,G80,"3.8L"
2019,Genesis,G80,"5.0L Ultimate"
2019,Genesis,G90,"3.3T Premium"
2019,Genesis,G90,"5.0L Ultimate"
2019,GMC,Acadia,Denali
2019,GMC,Acadia,SLE-1
2019,GMC,Acadia,SLE-2
2019,GMC,Acadia,SLT-1
2019,GMC,Acadia,SLT-2
2019,GMC,Canyon,All Terrain
2019,GMC,Canyon,Base
2019,GMC,Canyon,Denali
2019,GMC,Canyon,SLE
2019,GMC,Canyon,SLT
2019,GMC,Sierra 1500,AT4
2019,GMC,Sierra 1500,Base
2019,GMC,Sierra 1500,Denali
2019,GMC,Sierra 1500,Elevation
2019,GMC,Sierra 1500,SLE
2019,GMC,Sierra 1500,SLT
2019,GMC,Sierra 1500 Limited,Base
2019,GMC,Sierra 1500 Limited,SLE
2019,GMC,Sierra 2500HD,Base
2019,GMC,Sierra 2500HD,Denali
2019,GMC,Sierra 2500HD,SLE
2019,GMC,Sierra 2500HD,SLT
2019,GMC,Sierra 3500HD,Base
2019,GMC,Terrain,Denali
2019,GMC,Terrain,SLE
2019,GMC,Terrain,SLT
2019,GMC,Yukon,Denali
2019,GMC,Yukon,SLE
2019,GMC,Yukon,SLT
2019,GMC,Yukon,SLT Standard Edition
2019,GMC,Yukon XL,Denali
2019,GMC,Yukon XL,SLE 1500
2019,GMC,Yukon XL,SLT 1500
2019,GMC,Yukon XL,SLT 1500 Standard Edition
2019,Honda,Accord,EX
2019,Honda,Accord,EX-L
2019,Honda,Accord,LX
2019,Honda,Accord,Sport
2019,Honda,Accord,Touring
2019,Honda,Accord Hybrid,Base
2019,Honda,Accord Hybrid,EX
2019,Honda,Accord Hybrid,EX-L
2019,Honda,Accord Hybrid,Touring
2019,Honda,Civic,EX
2019,Honda,Civic,EX-L
2019,Honda,Civic,EX-L w/Navi
2019,Honda,Civic,LX
2019,Honda,Civic,Si
2019,Honda,Civic,Sport
2019,Honda,Civic,Sport Touring
2019,Honda,Civic,Touring
2019,Honda,Civic,Type R
2019,Honda,Clarity Plug-In Hybrid,Base
2019,Honda,Clarity Plug-In Hybrid,Touring
2019,Honda,CR-V,EX
2019,Honda,CR-V,EX-L
2019,Honda,CR-V,LX
2019,Honda,CR-V,Touring
2019,Honda,Fit,EX
2019,Honda,Fit,EX-L
2019,Honda,Fit,EX-L w/Navi
2019,Honda,Fit,LX
2019,Honda,Fit,Sport
2019,Honda,HR-V,EX
2019,Honda,HR-V,EX-L
2019,Honda,HR-V,LX
2019,Honda,HR-V,Sport
2019,Honda,HR-V,Touring
2019,Honda,Insight,EX
2019,Honda,Insight,LX
2019,Honda,Insight,Touring
2019,Honda,Odyssey,Elite
2019,Honda,Odyssey,EX
2019,Honda,Odyssey,EX-L
2019,Honda,Odyssey,EX-L w/Navi w/RES
2019,Honda,Odyssey,LX
2019,Honda,Odyssey,Touring
2019,Honda,Passport,Elite
2019,Honda,Passport,EX-L
2019,Honda,Passport,Sport
2019,Honda,Passport,Touring
2019,Honda,Pilot,Elite
2019,Honda,Pilot,EX
2019,Honda,Pilot,EX-L
2019,Honda,Pilot,EX-L w/Navi w/RES
2019,Honda,Pilot,LX
2019,Honda,Pilot,Touring
2019,Honda,Pilot,Touring-7P
2019,Honda,Pilot,Touring-8P
2019,Honda,Pilot,Touring w/Rear Captains Chairs
2019,Honda,Ridgeline,Black Edition
2019,Honda,Ridgeline,RT
2019,Honda,Ridgeline,RTL
2019,Honda,Ridgeline,RTL-E
2019,Honda,Ridgeline,RTL-T
2019,Honda,Ridgeline,Sport
2019,Hyundai,Accent,Limited
2019,Hyundai,Accent,SE
2019,Hyundai,Accent,SEL
2019,Hyundai,Elantra,Eco
2019,Hyundai,Elantra,Limited
2019,Hyundai,Elantra,SE
2019,Hyundai,Elantra,SEL
2019,Hyundai,Elantra,Sport
2019,Hyundai,Elantra,Value Edition
2019,Hyundai,Elantra GT,Base
2019,Hyundai,Elantra GT,N Line
2019,Hyundai,Ioniq Electric,Base
2019,Hyundai,Ioniq Electric,Limited
2019,Hyundai,Ioniq Hybrid,Blue
2019,Hyundai,Ioniq Hybrid,Limited
2019,Hyundai,Ioniq Hybrid,SEL
2019,Hyundai,Ioniq Plug-in Hybrid,Base
2019,Hyundai,Ioniq Plug-in Hybrid,Limited
2019,Hyundai,Kona,Limited
2019,Hyundai,Kona,SE
2019,Hyundai,Kona,SEL
2019,Hyundai,Kona,Ultimate
2019,Hyundai,Kona EV,Limited
2019,Hyundai,Kona EV,SEL
2019,Hyundai,Kona EV,Ultimate
2019,Hyundai,Santa Fe,Limited 2.0T
2019,Hyundai,Santa Fe,Limited 2.4L
2019,Hyundai,Santa Fe,SE 2.4L
2019,Hyundai,Santa Fe,SEL 2.4L
2019,Hyundai,Santa Fe,SEL Plus 2.4L
2019,Hyundai,Santa Fe,Ultimate 2.4L
2019,Hyundai,Santa Fe XL,Limited Ultimate
2019,Hyundai,Santa Fe XL,SE
2019,Hyundai,Sonata,Limited
2019,Hyundai,Sonata,Limited 2.0T
2019,Hyundai,Sonata,SE
2019,Hyundai,Sonata,SEL
2019,Hyundai,Sonata,Sport
2019,Hyundai,Sonata Hybrid,Limited
2019,Hyundai,Sonata Hybrid,SE
2019,Hyundai,Sonata Plug-in Hybrid,Base
2019,Hyundai,Sonata Plug-in Hybrid,Limited
2019,Hyundai,Tucson,Limited
2019,Hyundai,Tucson,Night
2019,Hyundai,Tucson,SE
2019,Hyundai,Tucson,SEL
2019,Hyundai,Tucson,Sport
2019,Hyundai,Tucson,Ultimate
2019,Hyundai,Tucson,Value
2019,Hyundai,Veloster,"2.0L"
2019,Hyundai,Veloster,"2.0L Premium"
2019,Hyundai,Veloster N,Base
2019,Hyundai,Veloster Turbo,"1.6T"
2019,Hyundai,Veloster Turbo,Ultimate
2019,INFINITI,Q50,"2.0T Pure"
2019,INFINITI,Q50,"3.0T Luxe"
2019,INFINITI,Q50,"3.0T Signature Edition"
2019,INFINITI,Q50,"3.0T Sport"
2019,INFINITI,Q50,Red Sport 400
2019,INFINITI,Q60,"3.0T Luxe"
2019,INFINITI,Q60,Red Sport 400
2019,INFINITI,Q70,"3.7 Luxe"
2019,INFINITI,Q70L,"3.7 Luxe"
2019,INFINITI,Q70L,"5.6 Luxe"
2019,INFINITI,QX30,Essential
2019,INFINITI,QX30,Luxe
2019,INFINITI,QX30,Sport
2019,INFINITI,QX50,Essential
2019,INFINITI,QX50,Luxe
2019,INFINITI,QX50,Pure
2019,INFINITI,QX60,Luxe
2019,INFINITI,QX80,Limited
2019,INFINITI,QX80,Luxe
2019,Jaguar,E-PACE,P250
2019,Jaguar,E-PACE,P250 S
2019,Jaguar,E-PACE,P250 SE
2019,Jaguar,E-PACE,P300 R-Dynamic HSE
2019,Jaguar,E-PACE,P300 R-Dynamic SE
2019,Jaguar,F-PACE,"20d Prestige"
2019,Jaguar,F-PACE,"25t Prestige"
2019,Jaguar,F-PACE,"30t Prestige"
2019,Jaguar,F-PACE,"30t R-Sport"
2019,Jaguar,F-PACE,S
2019,Jaguar,F-TYPE,P380
2019,Jaguar,F-TYPE,R-Dynamic
2019,Jaguar,I-PACE,EV400 HSE
2019,Jaguar,I-PACE,EV400 S
2019,Jaguar,XE,"20d Landmark"
2019,Jaguar,XE,"25t Premium"
2019,Jaguar,XE,"25t R-Sport"
2019,Jaguar,XE,"30t Premium"
2019,Jaguar,XE,"30t Prestige"
2019,Jaguar,XE,"30t R-Sport"
2019,Jaguar,XE,S
2019,Jaguar,XF,"25t Prestige"
2019,Jaguar,XF,"30t Premium"
2019,Jaguar,XF,"30t Prestige"
2019,Jaguar,XF,S
2019,Jaguar,XJ,R-Sport
2019,Jaguar,XJL,Portfolio
2019,Jeep,Cherokee,Altitude
2019,Jeep,Cherokee,High Altitude
2019,Jeep,Cherokee,Latitude
2019,Jeep,Cherokee,Latitude Plus
2019,Jeep,Cherokee,Limited
2019,Jeep,Cherokee,Overland
2019,Jeep,Cherokee,Trailhawk
2019,Jeep,Cherokee,Upland
2019,Jeep,Compass,Altitude
2019,Jeep,Compass,High Altitude
2019,Jeep,Compass,Latitude
2019,Jeep,Compass,Sport
2019,Jeep,Compass,Sun and Wheel Edition
2019,Jeep,Compass,Upland
2019,Jeep,Grand Cherokee,Altitude
2019,Jeep,Grand Cherokee,High Altitude
2019,Jeep,Grand Cherokee,Laredo
