"year","make","model","trim"
2019,Jeep,Grand Cherokee,Laredo E
2019,Jeep,Grand Cherokee,Limited
2019,Jeep,Grand Cherokee,Limited X
2019,Jeep,Grand Cherokee,Overland
2019,Jeep,Grand Cherokee,SRT
2019,Jeep,Grand Cherokee,Summit
2019,Jeep,Grand Cherokee,Trackhawk
2019,Jeep,Grand Cherokee,Trailhawk
2019,Jeep,Grand Cherokee,Upland
2019,Jeep,Renegade,Altitude
2019,Jeep,Renegade,High Altitude S
2019,Jeep,Renegade,Latitude
2019,Jeep,Renegade,Limited
2019,Jeep,Renegade,Sport
2019,Jeep,Renegade,Trailhawk
2019,Jeep,Renegade,Upland
2019,Jeep,Wrangler,Rubicon
2019,Jeep,Wrangler,Sport
2019,Jeep,Wrangler,Sport S
2019,Jeep,Wrangler Unlimited,Moab
2019,Jeep,Wrangler Unlimited,Rubicon
2019,Jeep,Wrangler Unlimited,Sahara
2019,Jeep,Wrangler Unlimited,Sahara Altitude
2019,Jeep,Wrangler Unlimited,Sport
2019,Jeep,Wrangler Unlimited,Sport Altitude
2019,Jeep,Wrangler Unlimited,Sport S
2019,Kia,Cadenza,Limited
2019,Kia,Cadenza,Premium
2019,Kia,Cadenza,Technology
2019,Kia,Forte,EX
2019,Kia,Forte,FE
2019,Kia,Forte,LXS
2019,Kia,Forte,S
2019,Kia,K900,Luxury
2019,Kia,Niro,EX
2019,Kia,Niro,FE
2019,Kia,Niro,LX
2019,Kia,Niro,S Touring
2019,Kia,Niro,Touring
2019,Kia,Niro EV,EX
2019,Kia,Niro EV,EX Premium
2019,Kia,Niro Plug-In Hybrid,EX
2019,Kia,Niro Plug-In Hybrid,EX Premium
2019,Kia,Niro Plug-In Hybrid,LX
2019,Kia,Optima,EX
2019,Kia,Optima,LX
2019,Kia,Optima,S
2019,Kia,Optima,SX Turbo
2019,Kia,Optima Hybrid,EX
2019,Kia,Rio,LX
2019,Kia,Rio,S
2019,Kia,Rio 5-Door,S
2019,Kia,Sedona,EX
2019,Kia,Sedona,L
2019,Kia,Sedona,LX
2019,Kia,Sedona,SX
2019,Kia,Sorento,EX Sport
2019,Kia,Sorento,EX V6
2019,Kia,Sorento,L
2019,Kia,Sorento,LX
2019,Kia,Sorento,LX V6
2019,Kia,Sorento,S V6
2019,Kia,Sorento,SX V6
2019,Kia,Soul,!
2019,Kia,Soul,+
2019,Kia,Soul,Base
2019,Kia,Sportage,EX
2019,Kia,Sportage,LX
2019,Kia,Sportage,SX Turbo
2019,Kia,Stinger,Base
2019,Kia,Stinger,GT
2019,Kia,Stinger,GT1
2019,Kia,Stinger,GT2
2019,Kia,Stinger,Premium
2019,Land Rover,Discovery,HSE
2019,Land Rover,Discovery Sport,HSE
2019,Land Rover,Discovery Sport,SE
2019,Land Rover,Range Rover,Autobiography
2019,Land Rover,Range Rover,HSE
2019,Land Rover,Range Rover,Supercharged
2019,Land Rover,Range Rover,Supercharged LWB
2019,Land Rover,Range Rover Evoque,SE Premium
2019,Land Rover,Range Rover Sport,Autobiography
2019,Land Rover,Range Rover Sport,Supercharged Dynamic
2019,Land Rover,Range Rover Velar,D180 S
2019,Land Rover,Range Rover Velar,P250 R-Dynamic SE
2019,Land Rover,Range Rover Velar,P340 R-Dynamic SE
2019,Land Rover,Range Rover Velar,P380 R-Dynamic HSE
2019,Land Rover,Range Rover Velar,P380 R-Dynamic SE
2019,Land Rover,Range Rover Velar,P380 S
2019,Lexus,ES 300h,Base
2019,Lexus,ES 300h,Luxury
2019,Lexus,ES 300h,Ultra Luxury
2019,Lexus,ES 350,Base
2019,Lexus,ES 350,F SPORT
2019,Lexus,ES 350,Luxury
2019,Lexus,ES 350,Ultra Luxury
2019,Lexus,GS 350,Base
2019,Lexus,GS 350,F SPORT
2019,Lexus,GS F,Base
2019,Lexus,GX 460,Base
2019,Lexus,GX 460,Luxury
2019,Lexus,IS 300,Base
2019,Lexus,IS 350,Base
2019,Lexus,LC 500,Base
2019,Lexus,LS 500,Base
2019,Lexus,LS 500,F SPORT
2019,Lexus,LX 570,Three-Row
2019,Lexus,LX 570,Two-Row
2019,Lexus,NX 300,F SPORT
2019,Lexus,RC 300,F SPORT
2019,Lexus,RC 350,F SPORT
2019,Lexus,RC F,Base
2019,Lexus,RX 350,Base
2019,Lexus,RX 350,F SPORT
2019,Lexus,RX 350L,Base
2019,Lexus,RX 350L,Luxury
2019,Lexus,RX 450h,Base
2019,Lexus,RX 450h,F SPORT
2019,Lexus,RX 450hL,Base
2019,Lexus,RX 450hL,Luxury
2019,Lexus,UX 200,Base
2019,Lexus,UX 200,F SPORT
2019,Lexus,UX 250h,Base
2019,Lexus,UX 250h,F SPORT
2019,Lexus,UX 250h,Luxury
2019,Lincoln,Continental,Base
2019,Lincoln,Continental,Black Label
2019,Lincoln,Continental,Reserve
2019,Lincoln,Continental,Select
2019,Lincoln,MKC,Premiere
2019,Lincoln,MKC,Reserve
2019,Lincoln,MKC,Select
2019,Lincoln,MKZ,Base
2019,Lincoln,MKZ,Reserve I
2019,Lincoln,MKZ,Reserve II
2019,Lincoln,MKZ Hybrid,Base
2019,Lincoln,MKZ Hybrid,Reserve I
2019,Lincoln,MKZ Hybrid,Reserve II
2019,Lincoln,Nautilus,Base
2019,Lincoln,Nautilus,Black Label
2019,Lincoln,Nautilus,Reserve
2019,Lincoln,Nautilus,Select
2019,Lincoln,Navigator,Black Label
2019,Lincoln,Navigator,Reserve
2019,Lincoln,Navigator,Select
2019,Lincoln,Navigator L,Black Label
2019,Lincoln,Navigator L,Reserve
2019,Lincoln,Navigator L,Select
2019,Maserati,Ghibli,S
2019,Maserati,Ghibli,SQ4
2019,Maserati,Ghibli,SQ4 GranLusso
2019,Maserati,Levante,Base
2019,Maserati,Levante,GTS
2019,Mazda,CX-3,Grand Touring
2019,Mazda,CX-3,Sport
2019,Mazda,CX-3,Touring
2019,Mazda,CX-5,Diesel Signature
2019,Mazda,CX-5,Grand Touring
2019,Mazda,CX-5,Grand Touring Reserve
2019,Mazda,CX-5,Signature
2019,Mazda,CX-5,Sport
2019,Mazda,CX-5,Touring
2019,Mazda,CX-9,Grand Touring
2019,Mazda,CX-9,Signature
2019,Mazda,CX-9,Sport
2019,Mazda,CX-9,Touring
2019,Mazda,Mazda3 Hatchback,Base
2019,Mazda,Mazda3 Hatchback,Preferred
2019,Mazda,Mazda3 Hatchback,Premium
2019,Mazda,Mazda3 Sedan,Base
2019,Mazda,Mazda3 Sedan,Preferred
2019,Mazda,Mazda3 Sedan,Premium
2019,Mazda,Mazda3 Sedan,Select
2019,Mazda,Mazda6,Grand Touring
2019,Mazda,Mazda6,Grand Touring Reserve
2019,Mazda,Mazda6,Signature
2019,Mazda,Mazda6,Sport
2019,Mazda,Mazda6,Touring
2019,Mazda,MX-5 Miata,Club
2019,Mazda,MX-5 Miata,Grand Touring
2019,Mazda,MX-5 Miata,Sport
2019,Mazda,MX-5 Miata RF,Club
2019,Mazda,MX-5 Miata RF,Grand Touring
2019,Mercedes-Benz,A-Class,A 220
2019,Mercedes-Benz,A-Class,A 220 4MATIC
2019,Mercedes-Benz,AMG GT,"53"
2019,Mercedes-Benz,AMG GT,"63"
2019,Mercedes-Benz,AMG GT,C
2019,Mercedes-Benz,AMG GT,R
2019,Mercedes-Benz,AMG GT,S
2019,Mercedes-Benz,C-Class,AMG C 43
2019,Mercedes-Benz,C-Class,AMG C 63
2019,Mercedes-Benz,C-Class,AMG C 63 S
2019,Mercedes-Benz,C-Class,C 300
2019,Mercedes-Benz,C-Class,C 300 4MATIC
2019,Mercedes-Benz,CLA,CLA 250
2019,Mercedes-Benz,CLS,AMG CLS 53 S
2019,Mercedes-Benz,CLS,CLS 450
2019,Mercedes-Benz,CLS,CLS 450 4MATIC
2019,Mercedes-Benz,E-Class,AMG E 53
2019,Mercedes-Benz,E-Class,AMG E 63 S
2019,Mercedes-Benz,E-Class,E 300
2019,Mercedes-Benz,E-Class,E 300 4MATIC
2019,Mercedes-Benz,E-Class,E 450
2019,Mercedes-Benz,E-Class,E 450 4MATIC
2019,Mercedes-Benz,GLA,GLA 250
2019,Mercedes-Benz,GLA,GLA 250 4MATIC
2019,Mercedes-Benz,GLC,AMG GLC 43
2019,Mercedes-Benz,GLC,AMG GLC 63
2019,Mercedes-Benz,GLC,AMG GLC 63 S
2019,Mercedes-Benz,GLC,GLC 300
2019,Mercedes-Benz,GLC,GLC 300 4MATIC
2019,Mercedes-Benz,GLC,GLC 350e 4MATIC
2019,Mercedes-Benz,GLE,AMG GLE 43
2019,Mercedes-Benz,GLE,AMG GLE 63 S
2019,Mercedes-Benz,GLE,GLE 400 4MATIC
2019,Mercedes-Benz,GLS,AMG GLS 63
2019,Mercedes-Benz,GLS,GLS 450
2019,Mercedes-Benz,GLS,GLS 550
2019,Mercedes-Benz,S-Class,AMG S 63
2019,Mercedes-Benz,S-Class,S 450
2019,Mercedes-Benz,S-Class,S 450 4MATIC
2019,Mercedes-Benz,S-Class,S 560
2019,Mercedes-Benz,S-Class,S 560 4MATIC
2019,Mercedes-Benz,SLC,AMG SLC 43
2019,Mercedes-Benz,SLC,SLC 300
2019,Mercedes-Benz,SL-Class,AMG SL 63
2019,Mercedes-Benz,SL-Class,SL 450
2019,Mercedes-Benz,SL-Class,SL 550
2019,Mercedes-Benz,Sprinter Crew,"2500"
2019,Mercedes-Benz,Sprinter Passenger,"2500"
2019,MINI,Clubman,Cooper
2019,MINI,Clubman,Cooper ALL4
2019,MINI,Clubman,Cooper S
2019,MINI,Clubman,Cooper S ALL4
2019,MINI,Convertible,Cooper
2019,MINI,Convertible,Cooper S
2019,MINI,Convertible,John Cooper Works
2019,MINI,Countryman,Cooper
2019,MINI,Countryman,Cooper ALL4
2019,MINI,Countryman,Cooper S
2019,MINI,Countryman,Cooper S ALL4
2019,MINI,Countryman Plug-in Hybrid,Cooper S E ALL4
2019,MINI,Hardtop 2 Door,Cooper
2019,MINI,Hardtop 2 Door,Cooper S
2019,MINI,Hardtop 2 Door,John Cooper Works
2019,MINI,Hardtop 4 Door,Cooper
2019,MINI,Hardtop 4 Door,Cooper S
2019,Mitsubishi,Eclipse Cross,ES
2019,Mitsubishi,Eclipse Cross,LE
2019,Mitsubishi,Eclipse Cross,SE
2019,Mitsubishi,Eclipse Cross,SEL
2019,Mitsubishi,Eclipse Cross,Special Edition
2019,Mitsubishi,Mirage,ES
2019,Mitsubishi,Mirage,GT
2019,Mitsubishi,Mirage,Rockford Fosgate Edition
2019,Mitsubishi,Mirage,SE
2019,Mitsubishi,Mirage G4,ES
2019,Mitsubishi,Mirage G4,Rockford Fosgate Edition
2019,Mitsubishi,Mirage G4,SE
2019,Mitsubishi,Outlander,ES
2019,Mitsubishi,Outlander,GT
2019,Mitsubishi,Outlander,LE
2019,Mitsubishi,Outlander,SE
2019,Mitsubishi,Outlander,SEL
2019,Mitsubishi,Outlander PHEV,GT
2019,Mitsubishi,Outlander PHEV,SEL
2019,Mitsubishi,Outlander Sport,"2.4 GT"
2019,Mitsubishi,Outlander Sport,ES
2019,Mitsubishi,Outlander Sport,LE
2019,Mitsubishi,Outlander Sport,SE
2019,Mitsubishi,Outlander Sport,Special Edition
2019,Nissan,"370Z",Base
2019,Nissan,"370Z",NISMO
2019,Nissan,"370Z",Roadster Sport Touring
2019,Nissan,"370Z",Roadster Touring
2019,Nissan,"370Z",Sport
2019,Nissan,"370Z",Sport Touring
2019,Nissan,Altima,"2.0 Platinum"
2019,Nissan,Altima,"2.0 SR"
2019,Nissan,Altima,"2.5 Platinum"
2019,Nissan,Altima,"2.5 S"
2019,Nissan,Altima,"2.5 SL"
2019,Nissan,Altima,"2.5 SR"
2019,Nissan,Altima,"2.5 SV"
2019,Nissan,Altima,Edition One
2019,Nissan,Armada,Platinum
2019,Nissan,Armada,SL
2019,Nissan,Armada,SV
2019,Nissan,Frontier,Desert Runner
2019,Nissan,Frontier,PRO-4X
2019,Nissan,Frontier,S
2019,Nissan,Frontier,SL
2019,Nissan,Frontier,SV
2019,Nissan,Frontier,SV V6
2019,Nissan,Kicks,SR
2019,Nissan,Kicks,SV
2019,Nissan,LEAF,S
2019,Nissan,LEAF,SL
2019,Nissan,LEAF,SL PLUS
2019,Nissan,LEAF,S PLUS
2019,Nissan,LEAF,SV
2019,Nissan,LEAF,SV PLUS
2019,Nissan,Maxima,"3.5 S"
2019,Nissan,Maxima,"3.5 SL"
2019,Nissan,Maxima,"3.5 SR"
2019,Nissan,Maxima,"3.5 SV"
2019,Nissan,Maxima,Platinum
2019,Nissan,Murano,Platinum
2019,Nissan,Murano,S
2019,Nissan,Murano,SL
2019,Nissan,Murano,SV
2019,Nissan,Pathfinder,Platinum
2019,Nissan,Pathfinder,S
2019,Nissan,Pathfinder,SL
2019,Nissan,Pathfinder,SV
2019,Nissan,Rogue,S
2019,Nissan,Rogue,SL
2019,Nissan,Rogue,SV
2019,Nissan,Rogue Sport,S
2019,Nissan,Rogue Sport,SL
2019,Nissan,Rogue Sport,SV
2019,Nissan,Sentra,NISMO
2019,Nissan,Sentra,S
2019,Nissan,Sentra,SL
2019,Nissan,Sentra,SR
2019,Nissan,Sentra,SR TURBO
2019,Nissan,Sentra,SV
2019,Nissan,Titan,Platinum Reserve
2019,Nissan,Titan,PRO-4X
2019,Nissan,Titan,S
2019,Nissan,Titan,SL
2019,Nissan,Titan,SV
2019,Nissan,Titan XD,Platinum Reserve
2019,Nissan,Titan XD,PRO-4X
2019,Nissan,Versa,S
2019,Nissan,Versa,S Plus
2019,Nissan,Versa,SV
2019,Nissan,Versa Note,SV
2019,Porsche,"718 Boxster",Base
2019,Porsche,"718 Boxster",GTS
2019,Porsche,"718 Boxster",S
2019,Porsche,"718 Cayman",Base
2019,Porsche,"718 Cayman",GTS
2019,Porsche,"718 Cayman",S
2019,Porsche,"911",Carrera
2019,Porsche,"911",Carrera 4 GTS
2019,Porsche,"911",Carrera 4S
2019,Porsche,"911",Carrera GTS
2019,Porsche,"911",Carrera S
2019,Porsche,"911",Carrera T
2019,Porsche,"911",Speedster
2019,Porsche,"911",Targa 4
2019,Porsche,"911",Targa 4S
2019,Porsche,"911",Turbo
2019,Porsche,"911",Turbo S
2019,Porsche,Cayenne,Base
2019,Porsche,Cayenne,E-Hybrid
2019,Porsche,Cayenne,S
2019,Porsche,Cayenne,Turbo
2019,Porsche,Macan,Base
2019,Porsche,Macan,S
2019,Porsche,Panamera,"4"
2019,Porsche,Panamera,"4 E-Hybrid"
2019,Porsche,Panamera,"4 Executive"
2019,Porsche,Panamera,Base
2019,Porsche,Panamera,GTS
2019,Porsche,Panamera,Turbo
2019,Porsche,Panamera,Turbo Executive
2019,Porsche,Panamera,Turbo S E-Hybrid
2019,Ram,ProMaster Cargo,"2500 159 WB"
2019,Ram,ProMaster City Cargo,Tradesman
2019,Ram,Ram Pickup 1500,Big Horn
2019,Ram,Ram Pickup 1500,Laramie
2019,Ram,Ram Pickup 1500,Laramie Longhorn
2019,Ram,Ram Pickup 1500,Limited
2019,Ram,Ram Pickup 1500,Rebel
2019,Ram,Ram Pickup 1500,Tradesman
2019,Ram,Ram Pickup 1500 Classic,Big Horn
2019,Ram,Ram Pickup 1500 Classic,Express
2019,Ram,Ram Pickup 1500 Classic,Laramie
2019,Ram,Ram Pickup 1500 Classic,Lone Star
2019,Ram,Ram Pickup 1500 Classic,SLT
2019,Ram,Ram Pickup 1500 Classic,Tradesman
2019,Ram,Ram Pickup 1500 Classic,Warlock
2019,Ram,Ram Pickup 2500,Laramie
2019,Ram,Ram Pickup 2500,Laramie Longhorn
2019,Ram,Ram Pickup 2500,Limited
2019,Ram,Ram Pickup 2500,Power Wagon
2019,Ram,Ram Pickup 2500,Tradesman
2019,Ram,Ram Pickup 3500,Big Horn
2019,Ram,Ram Pickup 3500,Limited
2019,Ram,Ram Pickup 3500,Tradesman
2019,Subaru,Ascent,Limited 7-Passenger
2019,Subaru,Ascent,Limited 8-Passenger
2019,Subaru,Ascent,Premium 7-Passenger
2019,Subaru,Ascent,Premium 8-Passenger
2019,Subaru,Ascent,Touring
2019,Subaru,BRZ,Premium
2019,Subaru,Crosstrek,"2.0i Base"
2019,Subaru,Crosstrek,"2.0i Limited"
2019,Subaru,Crosstrek,"2.0i Premium"
2019,Subaru,Crosstrek,Hybrid
2019,Subaru,Forester,Base
2019,Subaru,Forester,Limited
2019,Subaru,Forester,Premium
2019,Subaru,Forester,Sport
2019,Subaru,Forester,Touring
2019,Subaru,Impreza,"2.0i"
2019,Subaru,Impreza,Limited
2019,Subaru,Impreza,Premium
2019,Subaru,Impreza,Sport
2019,Subaru,Legacy,"2.5i"
2019,Subaru,Legacy,"2.5i Limited"
2019,Subaru,Legacy,"2.5i Premium"
2019,Subaru,Legacy,"2.5i Sport"
2019,Subaru,Legacy,"3.6R Limited"
2019,Subaru,Outback,"2.5i Limited"
2019,Subaru,Outback,"2.5i Premium"
2019,Subaru,Outback,"3.6R Limited"
2019,Subaru,Outback,"3.6R Touring"
2019,Subaru,WRX,Base
2019,Subaru,WRX,Limited
2019,Subaru,WRX,Premium
2019,Toyota,"4Runner",Limited
2019,Toyota,"4Runner",Limited Nightshade
2019,Toyota,"4Runner",SR5
2019,Toyota,"4Runner",SR5 Premium
2019,Toyota,"4Runner",TRD Off-Road
2019,Toyota,"4Runner",TRD Off-Road Premium
2019,Toyota,"4Runner",TRD Pro
2019,Toyota,"86",Base
2019,Toyota,"86",GT
2019,Toyota,"86",TRD Special Edition
2019,Toyota,Avalon,Limited
2019,Toyota,Avalon,Touring
2019,Toyota,Avalon,XLE
2019,Toyota,Avalon,XSE
2019,Toyota,Camry,LE
2019,Toyota,Camry,SE
2019,Toyota,Camry,XLE
2019,Toyota,Camry,XSE
2019,Toyota,Camry,XSE V6
2019,Toyota,Camry Hybrid,LE
2019,Toyota,Camry Hybrid,SE
2019,Toyota,Camry Hybrid,XLE
2019,Toyota,C-HR,LE
2019,Toyota,C-HR,Limited
2019,Toyota,C-HR,XLE
2019,Toyota,Corolla,SE
2019,Toyota,Corolla Hatchback,SE
2019,Toyota,Corolla Hatchback,XSE
2019,Toyota,Highlander,LE
2019,Toyota,Highlander,LE Plus
2019,Toyota,Highlander,Limited
2019,Toyota,Highlander,Limited Platinum
2019,Toyota,Highlander,SE
2019,Toyota,Highlander,XLE
2019,Toyota,Highlander Hybrid,LE
2019,Toyota,Highlander Hybrid,Limited
2019,Toyota,Highlander Hybrid,Limited Platinum
2019,Toyota,Highlander Hybrid,XLE
2019,Toyota,Land Cruiser,Base
2019,Toyota,Mirai,Base
2019,Toyota,Prius,LE
2019,Toyota,Prius,LE AWD-e
2019,Toyota,Prius,L Eco
2019,Toyota,Prius,Limited
2019,Toyota,Prius,XLE
2019,Toyota,Prius,XLE AWD-e
2019,Toyota,Prius c,L
2019,Toyota,Prius Prime,Advanced
2019,Toyota,Prius Prime,Plus
2019,Toyota,Prius Prime,Premium
2019,Toyota,RAV4,Adventure
2019,Toyota,RAV4,LE
2019,Toyota,RAV4,Limited
2019,Toyota,RAV4,XLE
2019,Toyota,RAV4,XLE Premium
2019,Toyota,RAV4 Hybrid,XSE
2019,Toyota,Sequoia,Limited
2019,Toyota,Sequoia,Platinum
2019,Toyota,Sequoia,SR5
2019,Toyota,Sequoia,TRD Sport
2019,Toyota,Sienna,Limited 7-Passenger
2019,Toyota,Sienna,Limited Premium 7-Passenger
2019,Toyota,Sienna,XLE Premium 8-Passenger
2019,Toyota,Tacoma,Limited
2019,Toyota,Tacoma,SR
2019,Toyota,Tacoma,SR5
2019,Toyota,Tacoma,SR5 V6
2019,Toyota,Tacoma,SR V6
2019,Toyota,Tacoma,TRD Off-Road
2019,Toyota,Tacoma,TRD Pro
2019,Toyota,Tacoma,TRD Sport
2019,Toyota,Tundra,"1794 Edition"
2019,Toyota,Tundra,Limited
2019,Toyota,Tundra,Platinum
2019,Toyota,Tundra,SR
2019,Toyota,Tundra,SR5
2019,Toyota,Tundra,TRD Pro
2019,Volkswagen,Arteon,"2.0T SE"
2019,Volkswagen,Arteon,"2.0T SE 4Motion"
2019,Volkswagen,Arteon,"2.0T SEL"
2019,Volkswagen,Arteon,"2.0T SEL 4Motion"
2019,Volkswagen,Arteon,"2.0T SEL Premium 4Motion"
2019,Volkswagen,Arteon,"2.0T SEL Premium R-Line 4Motion"
2019,Volkswagen,Arteon,"2.0T SEL R-Line"
2019,Volkswagen,Arteon,"2.0T SEL R-Line 4Motion"
2019,Volkswagen,Arteon,"2.0T SE R-Line"
2019,Volkswagen,Arteon,"2.0T SE R-Line 4Motion"
2019,Volkswagen,Atlas,"2.0T S"
2019,Volkswagen,Atlas,"2.0T SE"
2019,Volkswagen,Atlas,V6 S 4Motion
2019,Volkswagen,Atlas,V6 SE
2019,Volkswagen,Atlas,V6 SE 4Motion
2019,Volkswagen,Atlas,V6 SEL
2019,Volkswagen,Atlas,V6 SEL 4Motion
2019,Volkswagen,Atlas,V6 SEL Premium 4Motion
2019,Volkswagen,Atlas,V6 SEL R-Line
2019,Volkswagen,Atlas,V6 SEL R-Line 4Motion
2019,Volkswagen,Beetle,"2.0T Final Edition SE"
2019,Volkswagen,Beetle,"2.0T Final Edition SEL"
2019,Volkswagen,Beetle,"2.0T S"
2019,Volkswagen,Beetle,"2.0T SE"
2019,Volkswagen,Beetle Convertible,"2.0T Final Edition SE"
2019,Volkswagen,Beetle Convertible,"2.0T Final Edition SEL"
2019,Volkswagen,Beetle Convertible,"2.0T S"
2019,Volkswagen,Beetle Convertible,"2.0T SE"
2019,Volkswagen,e-Golf,SE
2019,Volkswagen,e-Golf,SEL Premium
2019,Volkswagen,Golf,"1.4T S"
2019,Volkswagen,Golf,"1.4T SE"
2019,Volkswagen,Golf Alltrack,TSI S 4Motion
2019,Volkswagen,Golf Alltrack,TSI SE 4Motion
2019,Volkswagen,Golf Alltrack,TSI SEL 4Motion
2019,Volkswagen,Golf GTI,Autobahn
2019,Volkswagen,Golf GTI,Rabbit Edition
2019,Volkswagen,Golf GTI,S
2019,Volkswagen,Golf GTI,SE
2019,Volkswagen,Golf R,w/DCC and Navigation
2019,Volkswagen,Golf SportWagen,"1.4T S"
2019,Volkswagen,Golf SportWagen,"1.4T SE"
2019,Volkswagen,Golf SportWagen,"1.8T S 4Motion"
2019,Volkswagen,Jetta,"1.4T R-Line"
2019,Volkswagen,Jetta,"1.4T R-Line ULEV"
2019,Volkswagen,Jetta,"1.4T S"
2019,Volkswagen,Jetta,"1.4T SE"
2019,Volkswagen,Jetta,"1.4T SEL"
2019,Volkswagen,Jetta,"1.4T SEL Premium"
2019,Volkswagen,Jetta,"1.4T SEL Premium ULEV"
2019,Volkswagen,Jetta,"1.4T SEL ULEV"
2019,Volkswagen,Jetta,"1.4T SE ULEV"
2019,Volkswagen,Jetta,"1.4T S ULEV"
2019,Volkswagen,Jetta,GLI 35th Anniversary Edition
2019,Volkswagen,Jetta,GLI Autobahn
2019,Volkswagen,Jetta,GLI S
2019,Volkswagen,Passat,"2.0T Wolfsburg"
2019,Volkswagen,Tiguan,"2.0T S"
2019,Volkswagen,Tiguan,"2.0T S 4Motion"
2019,Volkswagen,Tiguan,"2.0T SE"
2019,Volkswagen,Tiguan,"2.0T SE 4Motion"
2019,Volkswagen,Tiguan,"2.0T SEL"
2019,Volkswagen,Tiguan,"2.0T SEL 4Motion"
2019,Volkswagen,Tiguan,"2.0T SEL Premium 4Motion"
2019,Volkswagen,Tiguan,"2.0T SEL Premium R-Line 4Motion"
2019,Volkswagen,Tiguan,"2.0T SEL R-Line"
2019,Volkswagen,Tiguan,"2.0T SEL R-Line 4Motion"
2019,Volvo,S60,T5 Inscription
2019,Volvo,S60,T5 Momentum
2019,Volvo,S60,T5 R-Design
2019,Volvo,S60,T6 Inscription
2019,Volvo,S60,T6 Momentum
2019,Volvo,S60,T6 R-Design
2019,Volvo,S60,T8 eAWD Inscription
2019,Volvo,S60,T8 eAWD R-Design
2019,Volvo,S90,T5 Momentum
2019,Volvo,S90,T6 Inscription
